Student ID,student_name,gender,grade,school_name__renamed,reading_score,math_score
29657,Elizabeth Potts,F,9th,Rodriguez High School,85,85
29658,Jennifer Cooper,F,12th,Rodriguez High School,68,59
29659,Christian Martinez,M,9th,Rodriguez High School,90,82
29660,Mark Greene,M,9th,Rodriguez High School,68,60
29661,Allen Gross,M,10th,Rodriguez High School,93,94
29662,Daniel Ramirez,M,11th,Rodriguez High School,84,68
29663,Curtis Fitzpatrick,M,11th,Rodriguez High School,93,86
29664,Matthew Pratt,M,10th,Rodriguez High School,66,57
29665,Lisa Hudson,F,11th,Rodriguez High School,95,87
29666,Douglas Sandoval,M,9th,Rodriguez High School,75,72
29667,Jeremy Smith,M,11th,Rodriguez High School,84,86
29668,Alex Osborne,M,9th,Rodriguez High School,90,98
29669,Katrina Murillo,F,11th,Rodriguez High School,91,97
29670,Roberto Allen,M,12th,Rodriguez High School,94,62
29671,Michael Hester,M,11th,Rodriguez High School,84,63
29672,Jeffrey Graham,M,10th,Rodriguez High School,68,81
29673,Christopher Carr,M,9th,Rodriguez High School,95,86
29674,Aaron Schultz,M,11th,Rodriguez High School,90,89
29675,William Ferguson,M,11th,Rodriguez High School,82,69
29676,Peggy Duffy,F,12th,Rodriguez High School,94,86
29677,Joseph Zamora,M,9th,Rodriguez High School,94,64
29678,Patricia Warren,F,9th,Rodriguez High School,79,71
29679,Andrew Mckenzie,M,11th,Rodriguez High School,66,85
29680,Jordan Delgado,F,10th,Rodriguez High School,85,60
29681,Kenneth Johnson,M,11th,Rodriguez High School,87,92
29682,Tammy Smith,F,9th,Rodriguez High School,77,94
29683,James Bradley,M,10th,Rodriguez High School,66,81
29684,Zachary Ramos,M,11th,Rodriguez High School,98,99
29685,Jaime Lloyd,F,9th,Rodriguez High School,73,73
29686,Andrea Alvarez,F,9th,Rodriguez High School,69,63
29687,Scott White,M,10th,Rodriguez High School,68,64
29688,Nicole Savage,F,9th,Rodriguez High School,94,55
29689,Andrew Crawford,M,9th,Rodriguez High School,82,58
29690,Aaron Deleon,M,9th,Rodriguez High School,96,84
29691,Jesse Becker,M,10th,Rodriguez High School,87,92
29692,Gregory Romero,M,10th,Rodriguez High School,64,61
29693,Kara Bailey,F,9th,Rodriguez High School,64,77
29694,Jon Little,M,10th,Rodriguez High School,92,61
29695,Jessica Green,F,12th,Rodriguez High School,63,88
29696,Glenda Conner,F,10th,Rodriguez High School,63,57
29697,Denise Johnson,F,12th,Rodriguez High School,92,70
29698,Shane Porter,M,10th,Rodriguez High School,77,86
29699,Jason Green,M,11th,Rodriguez High School,73,58
29700,Joseph Hamilton,M,10th,Rodriguez High School,98,95
29701,Jose White,M,12th,Rodriguez High School,78,97
29702,Hunter Brown,M,12th,Rodriguez High School,83,67
29703,Heather Bauer,F,9th,Rodriguez High School,87,72
29704,Anthony Krause,M,11th,Rodriguez High School,75,84
29705,Joel Morrison,M,11th,Rodriguez High School,89,78
29706,Michael Harris,M,10th,Rodriguez High School,85,71
29707,Lindsay King,F,10th,Rodriguez High School,90,99
29708,Tammy Cooper,F,11th,Rodriguez High School,96,59
29709,Nancy Carpenter,F,9th,Rodriguez High School,79,64
29710,Andrea Howard,F,10th,Rodriguez High School,97,97
29711,Robert Rodriguez,M,10th,Rodriguez High School,73,72
29712,Matthew Berry,M,9th,Rodriguez High School,67,98
29713,Darryl Turner,M,10th,Rodriguez High School,77,97
29714,Christopher Adams,M,11th,Rodriguez High School,70,74
29715,Jane Love,F,11th,Rodriguez High School,70,73
29716,Wayne Reyes,M,12th,Rodriguez High School,80,88
29717,Samantha Wilcox,F,11th,Rodriguez High School,81,72
29718,Lisa Collier,F,10th,Rodriguez High School,91,70
29719,Ashley Perez,F,10th,Rodriguez High School,85,58
29720,Kelly Smith,F,9th,Rodriguez High School,74,63
29721,Jasmine Barrett,F,10th,Rodriguez High School,73,97
29722,Judy Mata,F,11th,Rodriguez High School,99,61
29723,Karen Gomez,F,9th,Rodriguez High School,82,95
29724,Rebecca Garner,F,9th,Rodriguez High School,69,57
29725,Amanda Richmond,F,11th,Rodriguez High School,66,99
29726,Brandy Anderson,F,12th,Rodriguez High School,98,56
29727,Harold Taylor,M,10th,Rodriguez High School,88,69
29728,Matthew Burnett,M,10th,Rodriguez High School,91,90
29729,Sandra Burke,F,11th,Rodriguez High School,83,68
29730,Melissa Gonzalez DVM,F,9th,Rodriguez High School,72,65
29731,Gina Moss,F,12th,Rodriguez High School,74,67
29732,Timothy Fitzgerald,M,9th,Rodriguez High School,76,74
29733,Donna Kennedy,F,11th,Rodriguez High School,96,75
29734,Jason Castillo,M,9th,Rodriguez High School,90,73
29735,Desiree Guzman,F,12th,Rodriguez High School,64,75
29736,Edward Stevens,M,11th,Rodriguez High School,77,65
29737,Lee Shaw,M,12th,Rodriguez High School,85,68
29738,Cindy Dominguez,F,12th,Rodriguez High School,76,58
29739,Christina Clark,F,10th,Rodriguez High School,85,55
29740,Nicholas Henderson,M,11th,Rodriguez High School,71,74
29741,Max Nguyen,M,10th,Rodriguez High School,70,58
29742,Kimberly Morris,F,11th,Rodriguez High School,96,78
29743,Chad Morris,M,9th,Rodriguez High School,96,97
29744,John Nguyen,M,12th,Rodriguez High School,76,76
29745,Heather Howe,F,12th,Rodriguez High School,63,65
29746,Rebecca Moore,F,10th,Rodriguez High School,66,81
29747,April Parker,F,9th,Rodriguez High School,67,59
29748,Robert Elliott,M,11th,Rodriguez High School,65,58
29749,Richard Morrison,M,10th,Rodriguez High School,77,61
29750,Julia Williams,F,12th,Rodriguez High School,96,80
29751,Candace Torres,F,11th,Rodriguez High School,82,74
29752,Heather Miller,F,9th,Rodriguez High School,71,95
29753,Nicole Scott,F,11th,Rodriguez High School,87,65
29754,Jeffrey James,M,9th,Rodriguez High School,74,56
29755,Lawrence Lane,M,12th,Rodriguez High School,79,83
29756,Julia Durham,F,12th,Rodriguez High School,75,77
29757,Dr. Laura Tyler,F,11th,Rodriguez High School,90,73
29758,Bob Erickson,M,11th,Rodriguez High School,92,85
29759,Tara Townsend,F,12th,Rodriguez High School,82,59
29760,Kevin Johnson,M,11th,Rodriguez High School,84,63
29761,Natasha Jensen,F,11th,Rodriguez High School,82,57
29762,Nicole Ruiz,F,12th,Rodriguez High School,68,66
29763,Nancy Clark,F,11th,Rodriguez High School,92,95
29764,Valerie Young,F,12th,Rodriguez High School,65,59
29765,Eric Hunt,M,11th,Rodriguez High School,64,61
29766,Christopher Hopkins,M,9th,Rodriguez High School,95,86
29767,Brad Green,M,10th,Rodriguez High School,63,80
29768,Stephanie Hicks,F,12th,Rodriguez High School,68,61
29769,Tonya Park,F,11th,Rodriguez High School,79,74
29770,Jill Carroll,F,11th,Rodriguez High School,80,63
29771,Sherry Smith,F,11th,Rodriguez High School,88,80
29772,Sharon Rogers,F,10th,Rodriguez High School,80,86
29773,Robin Washington,F,9th,Rodriguez High School,79,60
29774,Howard Harris,M,10th,Rodriguez High School,93,72
29775,Vincent Marshall,M,12th,Rodriguez High School,69,86
29776,Erik Smith Jr.,M,12th,Rodriguez High School,76,55
29777,Daniel Flores,M,10th,Rodriguez High School,65,74
29778,James Frazier,M,12th,Rodriguez High School,66,69
29779,Angie Clarke DVM,F,11th,Rodriguez High School,70,83
29780,Jeffrey Morgan,M,9th,Rodriguez High School,72,57
29781,Bruce Raymond,M,11th,Rodriguez High School,78,55
29782,Thomas Butler,M,12th,Rodriguez High School,64,72
29783,Sean Robinson,M,12th,Rodriguez High School,63,65
29784,Donna King,F,11th,Rodriguez High School,70,81
29785,Kathleen Taylor,F,11th,Rodriguez High School,92,83
29786,Mackenzie Fernandez,F,11th,Rodriguez High School,79,87
29787,Jamie Crawford,F,12th,Rodriguez High School,80,67
29788,Sharon Nguyen,F,10th,Rodriguez High School,64,65
29789,Joel Mcdonald,M,10th,Rodriguez High School,79,89
29790,Deanna Love,F,10th,Rodriguez High School,88,55
29791,Ethan Ingram,M,9th,Rodriguez High School,67,95
29792,Laurie Ross,F,9th,Rodriguez High School,81,75
29793,Jennifer Raymond,F,11th,Rodriguez High School,99,82
29794,Wesley Gardner,M,10th,Rodriguez High School,72,67
29795,Suzanne Mcknight,F,11th,Rodriguez High School,98,91
29796,Andrea Rios,F,10th,Rodriguez High School,71,91
29797,Michael Aguilar,M,9th,Rodriguez High School,87,92
29798,Roger Ritter,M,12th,Rodriguez High School,91,55
29799,Tracy Bartlett,F,10th,Rodriguez High School,86,89
29800,Mark Martin,M,9th,Rodriguez High School,81,66
29801,Kathy Williams,F,9th,Rodriguez High School,98,56
29802,Nathan Kemp,M,9th,Rodriguez High School,83,74
29803,Katherine Larson,F,11th,Rodriguez High School,91,89
29804,Crystal Hess,F,9th,Rodriguez High School,94,84
29805,Dana Barnett,F,10th,Rodriguez High School,77,68
29806,Rodney Martin,M,9th,Rodriguez High School,68,88
29807,Robert Jones,M,10th,Rodriguez High School,82,84
29808,Michelle Johnson,F,10th,Rodriguez High School,86,76
29809,David Carson,M,9th,Rodriguez High School,99,92
29810,John Allison,M,12th,Rodriguez High School,79,73
29811,Dakota Sanchez,M,9th,Rodriguez High School,63,75
29812,Jennifer Garrett,F,9th,Rodriguez High School,89,58
29813,Lisa Baird,F,10th,Rodriguez High School,82,77
29814,Stephanie Garcia,F,11th,Rodriguez High School,73,57
29815,Elizabeth Stevens,F,11th,Rodriguez High School,86,83
29816,Vanessa Hill,F,10th,Rodriguez High School,70,68
29817,Anna Espinoza,F,9th,Rodriguez High School,71,66
29818,Donna Gutierrez,F,12th,Rodriguez High School,78,95
29819,Matthew Jordan,M,10th,Rodriguez High School,92,68
29820,Jack Stanley,M,11th,Rodriguez High School,76,96
29821,Anthony Maldonado,M,10th,Rodriguez High School,73,93
29822,Charles King,M,11th,Rodriguez High School,81,82
29823,Cheryl Ross,F,9th,Rodriguez High School,93,74
29824,Tina Sandoval,F,9th,Rodriguez High School,66,63
29825,Julie Green,F,12th,Rodriguez High School,96,65
29826,Tamara Clark,F,9th,Rodriguez High School,89,65
29827,Sue Potter,F,12th,Rodriguez High School,65,73
29828,Laura Torres,F,11th,Rodriguez High School,68,75
29829,Courtney Dickerson,F,11th,Rodriguez High School,72,71
29830,Laura Wheeler,F,9th,Rodriguez High School,70,59
29831,Angela Matthews,F,9th,Rodriguez High School,72,93
29832,Natalie Mccoy,F,11th,Rodriguez High School,80,82
29833,Christie Duncan,F,10th,Rodriguez High School,63,78
29834,Scott White,M,11th,Rodriguez High School,66,93
29835,Joshua Frye,M,12th,Rodriguez High School,71,90
29836,Michael Cooke,M,12th,Rodriguez High School,88,75
29837,Tracey Rodriguez,F,10th,Rodriguez High School,87,71
29838,Jamie Bray,F,11th,Rodriguez High School,67,87
29839,Meagan Gutierrez,F,11th,Rodriguez High School,66,77
29840,Randy Torres,M,9th,Rodriguez High School,88,72
29841,Joshua May,M,10th,Rodriguez High School,78,63
29842,Kathy Chavez,F,9th,Rodriguez High School,93,84
29843,Melissa Butler,F,9th,Rodriguez High School,71,74
29844,Gregory Beck,M,9th,Rodriguez High School,77,56
29845,Kathleen Bell,F,9th,Rodriguez High School,74,90
29846,Laura Smith,F,11th,Rodriguez High School,78,69
29847,Harold Dixon,M,12th,Rodriguez High School,87,67
29848,Susan Davis,F,10th,Rodriguez High School,97,82
29849,Charlene Romero,F,11th,Rodriguez High School,83,76
29850,Samuel Thompson,M,12th,Rodriguez High School,88,87
29851,George Gallagher,M,9th,Rodriguez High School,94,65
29852,Alicia Gallagher,F,9th,Rodriguez High School,88,89
29853,Joshua Smith,M,10th,Rodriguez High School,70,98
29854,Frank Bennett,M,11th,Rodriguez High School,86,73
29855,Curtis Johnson,M,12th,Rodriguez High School,80,79
29856,Christopher Lambert,M,10th,Rodriguez High School,96,93
29857,Tracey Walsh,F,10th,Rodriguez High School,63,89
29858,Jenna Beck,F,10th,Rodriguez High School,66,79
29859,Michelle Marshall,F,10th,Rodriguez High School,83,75
29860,Jill Arnold,F,11th,Rodriguez High School,89,90
29861,Rachel Hoffman,F,11th,Rodriguez High School,71,94
29862,Frank Kelly,M,12th,Rodriguez High School,87,91
29863,Michael Goodman,M,12th,Rodriguez High School,83,64
29864,Catherine Ford,F,12th,Rodriguez High School,64,99
29865,Beth Wagner,F,10th,Rodriguez High School,82,72
29866,Angela Harrison,F,11th,Rodriguez High School,70,82
29867,Amy Ramirez,F,9th,Rodriguez High School,98,87
29868,Erin Sandoval,F,12th,Rodriguez High School,81,98
29869,Jennifer Olson MD,F,10th,Rodriguez High School,89,87
29870,Jamie Barker,F,9th,Rodriguez High School,94,68
29871,Michelle Garcia,F,12th,Rodriguez High School,98,95
29872,Betty Cohen,F,11th,Rodriguez High School,89,63
29873,Donna Maddox,F,9th,Rodriguez High School,75,85
29874,Carl Perez,M,11th,Rodriguez High School,97,84
29875,Robert Ramirez,M,10th,Rodriguez High School,69,76
29876,Elizabeth Valentine,F,11th,Rodriguez High School,63,90
29877,James Alexander,M,12th,Rodriguez High School,85,62
29878,Katherine Castro,F,10th,Rodriguez High School,95,89
29879,Becky Bond,F,9th,Rodriguez High School,98,88
29880,Jessica Bryan,F,9th,Rodriguez High School,96,86
29881,Stacy Harris,F,9th,Rodriguez High School,72,79
29882,Steven Jones,M,9th,Rodriguez High School,65,90
29883,Brandon Duran,M,10th,Rodriguez High School,81,97
29884,Gail Pearson,F,11th,Rodriguez High School,80,87
29885,Nathan Reynolds,M,9th,Rodriguez High School,94,92
29886,Laura Thomas,F,11th,Rodriguez High School,87,63
29887,Alan Jensen,M,11th,Rodriguez High School,66,74
29888,Regina Mejia,F,10th,Rodriguez High School,92,88
29889,Lindsey Walters,F,10th,Rodriguez High School,66,78
29890,John Williams,M,12th,Rodriguez High School,71,84
29891,Elizabeth Smith,F,11th,Rodriguez High School,79,91
29892,Carol Navarro,F,12th,Rodriguez High School,69,93
29893,Victoria Gutierrez,F,12th,Rodriguez High School,77,98
29894,Amy Rollins,F,11th,Rodriguez High School,92,58
29895,Jeffery Smith,M,10th,Rodriguez High School,75,84
29896,Robin Stanley,F,9th,Rodriguez High School,76,89
29897,Emily Paul,F,12th,Rodriguez High School,63,94
29898,Renee Foster,F,10th,Rodriguez High School,73,69
29899,William Cooley,M,9th,Rodriguez High School,94,57
29900,Christopher Hoffman,M,9th,Rodriguez High School,92,68
29901,Joseph Moss,M,9th,Rodriguez High School,82,93
29902,David Torres,M,12th,Rodriguez High School,68,98
29903,Darrell Wagner,M,11th,Rodriguez High School,89,79
29904,Adriana Davis,F,10th,Rodriguez High School,81,78
29905,Antonio Hill,M,10th,Rodriguez High School,98,77
29906,Benjamin Meyer,M,11th,Rodriguez High School,92,63
29907,Nancy Townsend,F,10th,Rodriguez High School,83,93
29908,John Orr,M,12th,Rodriguez High School,92,71
29909,Wendy Williams,F,12th,Rodriguez High School,85,79
29910,James Flores,M,12th,Rodriguez High School,86,74
29911,Diane Graham,F,10th,Rodriguez High School,78,88
29912,Rebecca Holloway,F,10th,Rodriguez High School,81,88
29913,Russell Ward,M,10th,Rodriguez High School,92,70
29914,Omar Thompson Jr.,M,10th,Rodriguez High School,95,98
29915,Megan Wilkins,F,10th,Rodriguez High School,90,68
29916,John Beck,M,11th,Rodriguez High School,66,86
29917,Joy Bush,F,9th,Rodriguez High School,88,98
29918,Lori Evans,F,9th,Rodriguez High School,91,85
29919,George Hansen,M,9th,Rodriguez High School,84,87
29920,Alicia Odonnell,F,11th,Rodriguez High School,70,70
29921,Kevin Nelson,M,10th,Rodriguez High School,77,66
29922,Traci Jones,F,10th,Rodriguez High School,90,90
29923,Tanya Braun,F,11th,Rodriguez High School,83,61
29924,Dawn Diaz,F,10th,Rodriguez High School,77,93
29925,Michael Harris,M,10th,Rodriguez High School,72,56
29926,Diamond Williams,F,12th,Rodriguez High School,86,72
29927,Connie Johnson,F,9th,Rodriguez High School,94,87
29928,Deborah Hernandez,F,11th,Rodriguez High School,68,58
29929,Travis Petty,M,10th,Rodriguez High School,69,69
29930,Charles Stevens,M,11th,Rodriguez High School,66,94
29931,Kathleen Rose,F,9th,Rodriguez High School,91,74
29932,Brittany Boyd,F,11th,Rodriguez High School,97,98
29933,Jason Marshall,M,11th,Rodriguez High School,92,88
29934,Tyrone Smith,M,12th,Rodriguez High School,74,91
29935,Lucas Young,M,11th,Rodriguez High School,93,79
29936,Cody Lin,M,10th,Rodriguez High School,99,69
29937,Janet Davis,F,12th,Rodriguez High School,98,86
29938,Eric Lopez,M,11th,Rodriguez High School,85,72
29939,Kenneth Jackson,M,9th,Rodriguez High School,68,55
29940,Cristian Thompson,M,11th,Rodriguez High School,66,67
29941,Kristin Soto,F,10th,Rodriguez High School,74,67
29942,Jane Hurley,F,12th,Rodriguez High School,70,96
29943,Jamie Huynh,F,12th,Rodriguez High School,67,59
29944,Thomas Wilson,M,11th,Rodriguez High School,74,92
29945,Andrew Williams,M,12th,Rodriguez High School,81,61
29946,Kaylee Gibson,F,12th,Rodriguez High School,92,96
29947,Victor Smith,M,11th,Rodriguez High School,96,64
29948,Shannon Moore,F,11th,Rodriguez High School,97,68
29949,Joyce Mcguire,F,9th,Rodriguez High School,94,90
29950,David Lam,M,12th,Rodriguez High School,84,93
29951,Paul Davis,M,9th,Rodriguez High School,83,94
29952,Veronica Lucas,F,12th,Rodriguez High School,66,63
29953,Dennis Williams,M,11th,Rodriguez High School,98,72
29954,William Smith DDS,M,12th,Rodriguez High School,74,99
29955,Ashley Duncan,F,9th,Rodriguez High School,65,67
29956,Nicole Bailey,F,10th,Rodriguez High School,89,86
29957,Vicki Liu,F,12th,Rodriguez High School,64,78
29958,Heather Johnson,F,10th,Rodriguez High School,82,72
29959,Kristen Krueger,F,11th,Rodriguez High School,94,69
29960,John Sutton,M,12th,Rodriguez High School,94,84
29961,Mitchell Barton,M,11th,Rodriguez High School,67,88
29962,Darren Sharp,M,12th,Rodriguez High School,93,77
29963,Adrian Brown,M,11th,Rodriguez High School,81,75
29964,Deborah Meyer,F,10th,Rodriguez High School,91,69
29965,Andrea Taylor,F,10th,Rodriguez High School,68,71
29966,Katherine Gibbs,F,12th,Rodriguez High School,73,66
29967,Marvin Stewart,M,10th,Rodriguez High School,99,93
29968,Matthew Tucker,M,12th,Rodriguez High School,79,87
29969,Robert Austin,M,9th,Rodriguez High School,71,80
29970,Kenneth Brown,M,11th,Rodriguez High School,95,84
29971,Amanda Murray,F,11th,Rodriguez High School,64,70
29972,Denise Watson,F,12th,Rodriguez High School,81,94
29973,Emily Sawyer,F,12th,Rodriguez High School,89,91
29974,Terry Parker,M,12th,Rodriguez High School,95,70
29975,Thomas Jones,M,10th,Rodriguez High School,81,74
29976,Scott Ritter,M,10th,Rodriguez High School,84,89
29977,Brandon Chase,M,12th,Rodriguez High School,97,93
29978,Brooke Adkins,F,9th,Rodriguez High School,84,79
29979,Rachel Larson,F,10th,Rodriguez High School,83,65
29980,Krista Williams,F,9th,Rodriguez High School,92,59
29981,Alicia Williams,F,11th,Rodriguez High School,72,58
29982,Angela Nguyen,F,9th,Rodriguez High School,73,72
29983,James Sanders,M,12th,Rodriguez High School,66,63
29984,Jessica Smith DVM,F,11th,Rodriguez High School,71,66
29985,Brandon Cobb,M,12th,Rodriguez High School,73,79
29986,Wendy Rose,F,11th,Rodriguez High School,90,82
29987,Misty Burton,F,9th,Rodriguez High School,75,80
29988,Chris Stanton,M,9th,Rodriguez High School,65,63
29989,Alexander Pruitt,M,12th,Rodriguez High School,73,91
29990,Charles Mendoza,M,9th,Rodriguez High School,63,65
29991,Carla Wallace,F,11th,Rodriguez High School,81,72
29992,Shaun Benton,M,10th,Rodriguez High School,94,96
29993,Michael Chandler,M,12th,Rodriguez High School,99,70
29994,Lynn Bautista,F,10th,Rodriguez High School,66,75
29995,Brett Garner,M,9th,Rodriguez High School,73,77
29996,Jacqueline Clark,F,10th,Rodriguez High School,77,96
29997,Justin Parker,M,9th,Rodriguez High School,64,64
29998,Gloria Blackwell,F,9th,Rodriguez High School,70,71
29999,Brandon Hayes,M,11th,Rodriguez High School,69,81
30000,Mark Richmond,M,11th,Rodriguez High School,87,81
30001,Anthony Alexander,M,11th,Rodriguez High School,95,92
30002,Patricia Palmer,F,11th,Rodriguez High School,89,90
30003,Jared Mcfarland,M,11th,Rodriguez High School,63,67
30004,Jerry Knight,M,11th,Rodriguez High School,64,69
30005,Brenda Contreras,F,10th,Rodriguez High School,78,62
30006,Michael Ross,M,12th,Rodriguez High School,82,75
30007,Mark Gonzalez,M,9th,Rodriguez High School,82,63
30008,Jennifer Nichols,F,9th,Rodriguez High School,67,90
30009,Andrew Andrews,M,10th,Rodriguez High School,74,84
30010,David Carter,M,11th,Rodriguez High School,91,82
30011,Jennifer Acosta,F,11th,Rodriguez High School,76,59
30012,William Williams,M,12th,Rodriguez High School,82,93
30013,Taylor Hayes,F,10th,Rodriguez High School,85,81
30014,Samuel Delgado,M,11th,Rodriguez High School,70,90
30015,Anthony Smith,M,11th,Rodriguez High School,78,96
30016,Jessica Smith,F,11th,Rodriguez High School,95,84
30017,Francisco Brewer,M,9th,Rodriguez High School,72,92
30018,Adam Watson,M,9th,Rodriguez High School,75,61
30019,Mr. Justin Mccoy,M,12th,Rodriguez High School,87,63
30020,Benjamin Martinez,M,9th,Rodriguez High School,80,67
30021,Heather Rush,F,9th,Rodriguez High School,77,97
30022,Bobby Evans,M,10th,Rodriguez High School,70,66
30023,Richard Black,M,11th,Rodriguez High School,97,84
30024,Julia Woodard,F,11th,Rodriguez High School,75,60
30025,Samantha Santana,F,10th,Rodriguez High School,67,85
30026,Kathryn Morris,F,11th,Rodriguez High School,96,72
30027,Sara Smith,F,12th,Rodriguez High School,84,85
30028,Kelly Hamilton,F,9th,Rodriguez High School,85,72
30029,Patrick Hopkins,M,10th,Rodriguez High School,85,88
30030,Gina Blevins,F,12th,Rodriguez High School,76,62
30031,Shannon Mack,F,9th,Rodriguez High School,87,93
30032,Hayley Snyder,F,12th,Rodriguez High School,97,79
30033,Kayla Ruiz,F,10th,Rodriguez High School,76,62
30034,Andrew Clark,M,10th,Rodriguez High School,90,95
30035,Lisa Casey,F,12th,Johnson High School,87,87
30036,Jessica Lopez,F,9th,Johnson High School,98,62
30037,Anna Wilkins,F,11th,Johnson High School,89,77
30038,Andrew Smith,M,9th,Johnson High School,66,85
30039,Robert Allison,M,11th,Johnson High School,63,85
30040,Andrew Wilson,M,11th,Johnson High School,70,84
30041,Kevin Odonnell,M,9th,Johnson High School,77,73
30042,Courtney Ramirez,F,10th,Johnson High School,98,58
30043,Walter Turner,M,9th,Johnson High School,79,80
30044,Kayla Day,F,11th,Johnson High School,81,56
30045,Tamara Mitchell,F,12th,Johnson High School,63,56
30046,Martin Hudson,M,12th,Johnson High School,70,88
30047,Shawn Black,M,12th,Johnson High School,67,89
30048,Samantha Bailey,F,10th,Johnson High School,75,56
30049,Robert Nguyen DDS,M,11th,Johnson High School,73,66
30050,Joshua Robertson,M,12th,Johnson High School,74,92
30051,Daniel Ochoa,M,9th,Johnson High School,67,73
30052,Patrick Fritz,M,9th,Johnson High School,90,79
30053,Melanie Johnson,F,9th,Johnson High School,92,71
30054,Adam Townsend,M,11th,Johnson High School,75,64
30055,Anita Cobb,F,9th,Johnson High School,74,91
30056,Cody Day,M,10th,Johnson High School,75,67
30057,Wendy Hale,F,12th,Johnson High School,84,93
30058,Rachel Baker,F,11th,Johnson High School,81,95
30059,Austin Clayton,M,10th,Johnson High School,89,62
30060,John Carney,M,10th,Johnson High School,79,96
30061,Michael Williams,M,9th,Johnson High School,78,85
30062,Christopher Mays,M,12th,Johnson High School,86,81
30063,Emily Carter,F,12th,Johnson High School,86,95
30064,Leonard Roberts Jr.,M,9th,Johnson High School,77,76
30065,Ashley Dudley,F,9th,Johnson High School,68,94
30066,Nicholas Rodriguez,M,11th,Johnson High School,87,69
30067,Christopher Campbell,M,11th,Johnson High School,78,92
30068,Cassie Hammond,F,11th,Johnson High School,91,63
30069,Riley Johnson,M,10th,Johnson High School,72,64
30070,Steven Caldwell,M,9th,Johnson High School,81,90
30071,Dominic Singh,M,9th,Johnson High School,82,56
30072,Brittany Diaz,F,10th,Johnson High School,90,90
30073,Jeffrey Castaneda,M,9th,Johnson High School,98,63
30074,Dr. Paul Johnson,M,10th,Johnson High School,68,72
30075,Carlos Porter,M,12th,Johnson High School,67,88
30076,Justin Murray,M,9th,Johnson High School,87,69
30077,Madeline Harrington,F,11th,Johnson High School,90,87
30078,Bryan Diaz,M,12th,Johnson High School,96,67
30079,Julie Gross,F,11th,Johnson High School,84,95
30080,Cody Martinez DVM,M,12th,Johnson High School,97,76
30081,James Cunningham,M,11th,Johnson High School,64,80
30082,Jeffrey Huynh,M,10th,Johnson High School,90,81
30083,Michael Smith,M,11th,Johnson High School,76,71
30084,Carol Morris,F,9th,Johnson High School,79,59
30085,Tracy Garrison,F,11th,Johnson High School,71,57
30086,Evelyn Shelton,F,9th,Johnson High School,94,74
30087,Duane Li Jr.,M,10th,Johnson High School,87,70
30088,Edward Santana,M,12th,Johnson High School,74,75
30089,Geoffrey Robertson,M,9th,Johnson High School,66,81
30090,Tina Miller,F,11th,Johnson High School,95,80
30091,Ms. Allison Cunningham,F,12th,Johnson High School,63,76
30092,Michael Moreno,M,11th,Johnson High School,76,84
30093,Connor Wilkins,M,11th,Johnson High School,90,60
30094,Dr. Robert Hurley,M,12th,Johnson High School,76,59
30095,Melissa Blake,F,12th,Johnson High School,66,65
30096,Laura Santos,F,9th,Johnson High School,74,56
30097,Barbara Austin,F,12th,Johnson High School,73,99
30098,Eduardo Wood,M,11th,Johnson High School,99,94
30099,Bryan Melton,M,9th,Johnson High School,97,94
30100,Jeff Cortez,M,9th,Johnson High School,81,63
30101,Virginia Davidson,F,11th,Johnson High School,68,61
30102,Jessica Sutton,F,10th,Johnson High School,71,65
30103,Mark Stark,M,12th,Johnson High School,89,73
30104,Marc Alvarez,M,12th,Johnson High School,68,58
30105,Thomas Brooks,M,10th,Johnson High School,92,98
30106,Charles Powell,M,11th,Johnson High School,75,65
30107,Dakota Garcia,M,12th,Johnson High School,94,94
30108,Mary Bennett,F,10th,Johnson High School,67,56
30109,Paul Jackson,M,12th,Johnson High School,83,70
30110,Melissa Miller,F,11th,Johnson High School,67,96
30111,Jeremy Mejia,M,9th,Johnson High School,70,55
30112,Cristian Ewing,M,11th,Johnson High School,71,89
30113,Robert Wallace,M,11th,Johnson High School,65,98
30114,Cynthia Jimenez,F,12th,Johnson High School,91,58
30115,Joseph Case,M,10th,Johnson High School,83,59
30116,Mrs. Ashley Floyd,F,9th,Johnson High School,82,77
30117,Jennifer Blanchard,F,9th,Johnson High School,77,69
30118,Jessica Mercer,F,11th,Johnson High School,68,72
30119,Phillip Franklin,M,12th,Johnson High School,67,96
30120,Brianna Rios,F,12th,Johnson High School,95,90
30121,Hunter James DDS,M,10th,Johnson High School,72,78
30122,Karen Alexander,F,9th,Johnson High School,88,73
30123,Daniel Wallace,M,11th,Johnson High School,73,86
30124,Cynthia Clark,F,9th,Johnson High School,63,87
30125,Angela Mason,F,12th,Johnson High School,76,98
30126,Rachael Simmons,F,11th,Johnson High School,64,61
30127,Kelly Kelley,F,11th,Johnson High School,63,68
30128,Malik Parks,M,11th,Johnson High School,65,69
30129,Nicholas Parker,M,10th,Johnson High School,71,99
30130,Richard Garza,M,12th,Johnson High School,81,82
30131,Craig Saunders,M,9th,Johnson High School,80,97
30132,Jesus Jones,M,9th,Johnson High School,65,75
30133,Dustin Rogers,M,12th,Johnson High School,67,61
30134,Melissa Juarez,F,11th,Johnson High School,63,77
30135,Michael Owens,M,11th,Johnson High School,81,94
30136,Lisa Osborn,F,12th,Johnson High School,70,74
30137,Vincent Gonzalez,M,12th,Johnson High School,98,68
