,Student ID,student_name,gender,grade,school_name,reading_score,math_score
29080,29080,Debbie Knapp,F,10th,Rodriguez High School,77,78
29081,29081,James Rivers,M,12th,Rodriguez High School,75,67
29082,29082,Julie Jones,F,10th,Rodriguez High School,98,77
29083,29083,Tammy Mann,F,9th,Rodriguez High School,81,56
29084,29084,Valerie Carr,F,9th,Rodriguez High School,92,79
29085,29085,Mrs. Joyce Cunningham,F,9th,Rodriguez High School,97,96
29086,29086,Jennifer Adams,F,11th,Rodriguez High School,77,83
29087,29087,Logan Coleman,M,11th,Rodriguez High School,90,89
29088,29088,Jennifer Turner,F,9th,Rodriguez High School,88,70
29089,29089,Oscar Nguyen,M,9th,Rodriguez High School,76,68
29090,29090,Michael Jackson,M,9th,Rodriguez High School,77,78
29091,29091,Carl Parker,M,9th,Rodriguez High School,66,76
29092,29092,Kevin Frye,M,11th,Rodriguez High School,82,94
29093,29093,David Mcintosh,M,12th,Rodriguez High School,67,76
29094,29094,Caitlin Mack,F,10th,Rodriguez High School,89,62
29095,29095,Richard Ferguson,M,9th,Rodriguez High School,94,67
29096,29096,Adam Tapia,M,11th,Rodriguez High School,85,85
29097,29097,Patricia Perez,F,10th,Rodriguez High School,84,77
29098,29098,Samantha Edwards,F,9th,Rodriguez High School,95,94
29099,29099,Matthew Robles,M,11th,Rodriguez High School,75,87
29100,29100,Shawn Mejia,M,9th,Rodriguez High School,94,83
29101,29101,Raymond Wagner,M,10th,Rodriguez High School,86,66
29102,29102,Diana Prince,F,9th,Rodriguez High School,88,74
29103,29103,Alisha Watson,F,11th,Rodriguez High School,63,93
29104,29104,Michael Miller,M,9th,Rodriguez High School,88,73
29105,29105,Steven White,M,10th,Rodriguez High School,99,55
29106,29106,Karen Garcia,F,9th,Rodriguez High School,87,88
29107,29107,Leslie Carter,F,11th,Rodriguez High School,78,62
29108,29108,Mr. Matthew Reilly,M,11th,Rodriguez High School,76,67
29109,29109,Kathy Robinson,F,11th,Rodriguez High School,68,67
29110,29110,Stephanie Coleman,F,9th,Rodriguez High School,81,87
29111,29111,Travis Webb,M,10th,Rodriguez High School,82,93
29112,29112,Walter Moyer,M,11th,Rodriguez High School,95,55
29113,29113,Kayla Russell,F,9th,Rodriguez High School,98,95
29114,29114,Heather Austin,F,9th,Rodriguez High School,71,84
29115,29115,Austin Russo,M,9th,Rodriguez High School,94,80
29116,29116,Brandy Wells,F,10th,Rodriguez High School,64,82
29117,29117,Tamara Lopez,F,11th,Rodriguez High School,81,61
29118,29118,Paul Clark,M,9th,Rodriguez High School,95,98
29119,29119,Matthew Williams,M,9th,Rodriguez High School,77,71
29120,29120,Sergio Campbell,M,11th,Rodriguez High School,91,85
29121,29121,Natalie Berg,F,10th,Rodriguez High School,92,69
29122,29122,Erik Lowe MD,M,11th,Rodriguez High School,73,84
29123,29123,Amy Boyer,F,11th,Rodriguez High School,78,83
29124,29124,James Jones,M,11th,Rodriguez High School,97,62
29125,29125,Martin Lee,M,12th,Rodriguez High School,95,61
29126,29126,Mrs. Tara Lee,F,9th,Rodriguez High School,83,81
29127,29127,Troy Mccall,M,12th,Rodriguez High School,68,59
29128,29128,James Washington,M,9th,Rodriguez High School,75,64
29129,29129,Anthony Pena,M,10th,Rodriguez High School,78,66
29130,29130,David Nguyen,M,12th,Rodriguez High School,73,57
29131,29131,Daniel Johnson,M,11th,Rodriguez High School,98,94
29132,29132,Dr. Theresa Gaines MD,F,10th,Rodriguez High School,92,67
29133,29133,John Mendez,M,11th,Rodriguez High School,93,69
29134,29134,Linda Hughes,F,11th,Rodriguez High School,82,81
29135,29135,Angela Guerrero,F,11th,Rodriguez High School,80,60
29136,29136,Nicole Wright,F,10th,Rodriguez High School,84,97
29137,29137,Sharon Guzman,F,9th,Rodriguez High School,69,57
29138,29138,Carla Smith,F,12th,Rodriguez High School,88,78
29139,29139,Raymond Farley,M,10th,Rodriguez High School,89,78
29140,29140,Crystal Tate,F,9th,Rodriguez High School,73,91
29141,29141,Kevin Zavala,M,9th,Rodriguez High School,69,87
29142,29142,Derek Webb,M,12th,Rodriguez High School,78,89
29143,29143,Christina Anderson,F,11th,Rodriguez High School,94,66
29144,29144,David Collins,M,9th,Rodriguez High School,81,57
29145,29145,Jessica Griffith,F,10th,Rodriguez High School,73,84
29146,29146,Denise Fox,F,9th,Rodriguez High School,88,90
29147,29147,Nicole Davis,F,10th,Rodriguez High School,77,60
29148,29148,Terry Ramsey,M,9th,Rodriguez High School,80,94
29149,29149,Michelle Fox,F,10th,Rodriguez High School,90,79
29150,29150,Luis Stokes,M,12th,Rodriguez High School,68,55
29151,29151,Tanner Williams,M,10th,Rodriguez High School,88,98
29152,29152,Pamela Hansen,F,9th,Rodriguez High School,63,55
29153,29153,Sara Heath,F,12th,Rodriguez High School,97,81
29154,29154,Brianna Martinez,F,10th,Rodriguez High School,84,77
29155,29155,Tami Gilbert,F,11th,Rodriguez High School,84,75
29156,29156,James Floyd,M,9th,Rodriguez High School,97,79
29157,29157,Wendy Wright,F,11th,Rodriguez High School,93,85
29158,29158,Brooke Wagner,F,9th,Rodriguez High School,97,61
29159,29159,Ashley Morrison,F,12th,Rodriguez High School,91,72
29160,29160,Paul Turner,M,10th,Rodriguez High School,92,81
29161,29161,Heidi Mayo,F,11th,Rodriguez High School,66,83
29162,29162,Thomas Aguilar,M,11th,Rodriguez High School,71,59
29163,29163,Stephen Gutierrez,M,10th,Rodriguez High School,78,61
29164,29164,Kristen Wilson,F,12th,Rodriguez High School,65,97
29165,29165,Sandra Gray,F,10th,Rodriguez High School,65,77
29166,29166,Alyssa Fritz,F,9th,Rodriguez High School,99,87
29167,29167,John Robinson,M,11th,Rodriguez High School,90,67
29168,29168,Michelle Wood,F,11th,Rodriguez High School,81,72
29169,29169,Sharon Carpenter,F,11th,Rodriguez High School,87,81
29170,29170,Janet Howell,F,10th,Rodriguez High School,70,57
29171,29171,Steven White,M,9th,Rodriguez High School,64,77
29172,29172,Brandon Bernard,M,11th,Rodriguez High School,94,73
29173,29173,Brian Thomas,M,9th,Rodriguez High School,75,65
29174,29174,James Thompson,M,10th,Rodriguez High School,64,60
29175,29175,Jessica Morris,F,10th,Rodriguez High School,95,92
29176,29176,Brandon Murphy,M,10th,Rodriguez High School,95,89
29177,29177,Brenda Cohen,F,10th,Rodriguez High School,88,93
29178,29178,Joseph Gibson,M,12th,Rodriguez High School,85,77
29179,29179,Dawn Torres,F,12th,Rodriguez High School,77,85
29180,29180,Andrea Bell,F,10th,Rodriguez High School,91,83
29181,29181,Adam Curtis,M,11th,Rodriguez High School,67,64
29182,29182,Ashley Patel,F,11th,Rodriguez High School,98,94
29183,29183,Jennifer Simmons,F,12th,Rodriguez High School,74,73
29184,29184,Rachel Mitchell,F,10th,Rodriguez High School,77,86
29185,29185,Victoria Schultz,F,9th,Rodriguez High School,80,59
29186,29186,Tamara Sloan,F,10th,Rodriguez High School,77,68
29187,29187,Jack Powell,M,11th,Rodriguez High School,67,64
29188,29188,Charles Smith,M,9th,Rodriguez High School,81,96
29189,29189,Shawn Farmer,M,9th,Rodriguez High School,80,67
29190,29190,Karen Cortez,F,11th,Rodriguez High School,94,73
29191,29191,Dylan Briggs,M,9th,Rodriguez High School,84,73
29192,29192,Denise Boone,F,11th,Rodriguez High School,81,66
29193,29193,Erika Grant,F,9th,Rodriguez High School,97,74
29194,29194,Matthew Marks,M,11th,Rodriguez High School,91,56
29195,29195,James Steele,M,10th,Rodriguez High School,89,91
29196,29196,Janice Schaefer,F,11th,Rodriguez High School,87,88
29197,29197,Ruben Mullins,M,9th,Rodriguez High School,99,62
29198,29198,Cory Butler,M,9th,Rodriguez High School,81,82
29199,29199,Julie Meyer,F,12th,Rodriguez High School,90,96
29200,29200,Jennifer Snyder,F,11th,Rodriguez High School,72,84
29201,29201,Danielle Brown MD,F,11th,Rodriguez High School,93,82
29202,29202,Emily Lyons,F,9th,Rodriguez High School,64,86
29203,29203,Emma Tanner,F,10th,Rodriguez High School,82,77
29204,29204,Joanne Diaz,F,10th,Rodriguez High School,64,79
29205,29205,Lawrence Jones,M,11th,Rodriguez High School,63,75
29206,29206,Melissa Martinez,F,9th,Rodriguez High School,76,55
29207,29207,Jorge Stanley,M,12th,Rodriguez High School,93,96
29208,29208,Kyle Ford,M,9th,Rodriguez High School,69,71
29209,29209,Chad Clark,M,9th,Rodriguez High School,99,62
29210,29210,Robert Holloway,M,12th,Rodriguez High School,67,82
29211,29211,Jacqueline Brown,F,9th,Rodriguez High School,95,97
29212,29212,Natasha Harding,F,12th,Rodriguez High School,97,78
29213,29213,Sheila Rios,F,10th,Rodriguez High School,83,76
29214,29214,Cesar James,M,11th,Rodriguez High School,77,58
29215,29215,Meagan Oconnor,F,11th,Rodriguez High School,86,63
29216,29216,Megan Walker,F,10th,Rodriguez High School,85,63
29217,29217,Brittany York,F,10th,Rodriguez High School,83,95
29218,29218,Kelly Frey,F,10th,Rodriguez High School,89,85
29219,29219,Jeremy Scott,M,12th,Rodriguez High School,74,70
29220,29220,Alan Ramos,M,11th,Rodriguez High School,81,90
29221,29221,Scott Stanton,M,12th,Rodriguez High School,76,61
29222,29222,John Salinas,M,12th,Rodriguez High School,99,57
29223,29223,Robert Keller,M,12th,Rodriguez High School,69,94
29224,29224,Amanda Frederick,F,10th,Rodriguez High School,83,58
29225,29225,Audrey Rhodes,F,10th,Rodriguez High School,73,81
29226,29226,Jessica Spears,F,10th,Rodriguez High School,78,63
29227,29227,Jason Barr,M,9th,Rodriguez High School,83,59
29228,29228,Kimberly Alvarado,F,10th,Rodriguez High School,82,71
29229,29229,Kristen Henderson,F,10th,Rodriguez High School,73,95
29230,29230,Mark Garcia,M,9th,Rodriguez High School,97,68
29231,29231,James Harvey,M,12th,Rodriguez High School,64,57
29232,29232,Margaret Price,F,11th,Rodriguez High School,65,56
29233,29233,Harry Yates,M,11th,Rodriguez High School,76,63
29234,29234,Nathaniel Ellison,M,9th,Rodriguez High School,75,86
29235,29235,Connie Hernandez,F,10th,Rodriguez High School,68,84
29236,29236,David Morales,M,11th,Rodriguez High School,90,72
29237,29237,Chase Morrison,M,10th,Rodriguez High School,93,66
29238,29238,Andrea Morales,F,12th,Rodriguez High School,70,83
29239,29239,Brenda Wallace,F,11th,Rodriguez High School,86,60
29240,29240,Ashley Hamilton,F,9th,Rodriguez High School,73,58
29241,29241,Lindsey Morris,F,11th,Rodriguez High School,87,98
29242,29242,Miss Misty Wood,F,9th,Rodriguez High School,83,63
29243,29243,Julie Lawrence,F,10th,Rodriguez High School,88,96
29244,29244,Jeffrey Everett,M,10th,Rodriguez High School,77,63
29245,29245,Michael Jenkins,M,12th,Rodriguez High School,82,92
29246,29246,Brooke Thompson,F,12th,Rodriguez High School,80,86
29247,29247,Terry Morris,M,9th,Rodriguez High School,66,88
29248,29248,Tyler Williams,M,10th,Rodriguez High School,95,55
29249,29249,Kenneth Mills,M,11th,Rodriguez High School,74,87
29250,29250,Joyce White,F,11th,Rodriguez High School,94,60
29251,29251,Jason Daugherty,M,10th,Rodriguez High School,85,85
29252,29252,Maria Nelson,F,10th,Rodriguez High School,67,84
29253,29253,Martin Jones,M,10th,Rodriguez High School,69,86
29254,29254,Sarah Marshall,F,11th,Rodriguez High School,67,97
29255,29255,Elizabeth Brown,F,9th,Rodriguez High School,80,71
29256,29256,Mary Huff,F,11th,Rodriguez High School,72,91
29257,29257,Joshua Anderson,M,10th,Rodriguez High School,94,97
29258,29258,Michael Grimes,M,12th,Rodriguez High School,77,95
29259,29259,Tara Gordon,F,11th,Rodriguez High School,70,74
29260,29260,Michael Rivas,M,12th,Rodriguez High School,63,68
29261,29261,Lawrence Jackson,M,10th,Rodriguez High School,88,76
29262,29262,Heather Hart,F,12th,Rodriguez High School,67,81
29263,29263,Crystal Torres,F,11th,Rodriguez High School,73,69
29264,29264,Valerie Jones,F,11th,Rodriguez High School,91,57
29265,29265,Linda Chavez,F,10th,Rodriguez High School,83,95
29266,29266,Jesse Massey,M,12th,Rodriguez High School,63,77
29267,29267,Sara Bryant,F,9th,Rodriguez High School,84,80
29268,29268,Tyler Cantu,M,9th,Rodriguez High School,77,75
29269,29269,Michelle Hayes,F,12th,Rodriguez High School,93,68
29270,29270,Shawn Johnson,M,12th,Rodriguez High School,66,78
29271,29271,Candice Howard,F,11th,Rodriguez High School,86,71
29272,29272,Christopher Chambers,M,10th,Rodriguez High School,95,72
29273,29273,George Reyes,M,12th,Rodriguez High School,71,98
29274,29274,Ryan Walker,M,9th,Rodriguez High School,73,95
29275,29275,Vincent Newman,M,10th,Rodriguez High School,64,99
29276,29276,Hector Brooks,M,12th,Rodriguez High School,94,95
29277,29277,Philip Willis,M,12th,Rodriguez High School,72,95
29278,29278,William Harrison,M,10th,Rodriguez High School,67,82
29279,29279,James Norman,M,12th,Rodriguez High School,78,76
29280,29280,Jason Vargas,M,9th,Rodriguez High School,77,71
29281,29281,Robin Lee,F,11th,Rodriguez High School,79,89
29282,29282,Matthew Miller,M,11th,Rodriguez High School,69,63
29283,29283,Ryan Gomez,M,9th,Rodriguez High School,78,70
29284,29284,Cindy Lee,F,11th,Rodriguez High School,97,73
29285,29285,Christopher Baker,M,11th,Rodriguez High School,89,68
29286,29286,Brian Lee,M,10th,Rodriguez High School,94,89
29287,29287,Matthew Walton,M,11th,Rodriguez High School,84,95
29288,29288,David Jimenez,M,10th,Rodriguez High School,91,94
29289,29289,Tyler Ellison,M,12th,Rodriguez High School,84,74
29290,29290,April Duarte,F,9th,Rodriguez High School,89,73
29291,29291,Bobby Miller,M,12th,Rodriguez High School,83,63
29292,29292,Samantha Schmitt,F,10th,Rodriguez High School,92,84
29293,29293,Nancy Smith,F,12th,Rodriguez High School,84,69
29294,29294,Michael Hicks,M,10th,Rodriguez High School,91,79
29295,29295,Kayla Simpson,F,10th,Rodriguez High School,92,93
29296,29296,Travis Howell,M,9th,Rodriguez High School,69,71
29297,29297,Christine Clark,F,9th,Rodriguez High School,99,60
29298,29298,Austin Armstrong,M,11th,Rodriguez High School,93,85
29299,29299,Karen Rivers,F,11th,Rodriguez High School,71,66
29300,29300,Christopher Rodriguez,M,10th,Rodriguez High School,95,64
29301,29301,Charles King,M,9th,Rodriguez High School,96,89
29302,29302,Jonathan Maldonado MD,M,12th,Rodriguez High School,73,75
29303,29303,Shannon Willis,F,10th,Rodriguez High School,95,74
29304,29304,Michelle Osborne,F,9th,Rodriguez High School,92,75
29305,29305,Kim Reynolds,F,10th,Rodriguez High School,64,83
29306,29306,Brad Ross,M,10th,Rodriguez High School,77,93
29307,29307,Rachel Allen,F,9th,Rodriguez High School,90,56
29308,29308,Edward Taylor,M,9th,Rodriguez High School,85,93
29309,29309,Jillian Douglas,F,11th,Rodriguez High School,85,81
29310,29310,Mrs. Ashley Martin,F,10th,Rodriguez High School,76,61
29311,29311,Cody Powers,M,11th,Rodriguez High School,71,88
29312,29312,Jeremy Bryant,M,10th,Rodriguez High School,76,96
29313,29313,Michael Quinn,M,11th,Rodriguez High School,72,65
29314,29314,William Wagner,M,9th,Rodriguez High School,63,79
29315,29315,Linda Smith,F,12th,Rodriguez High School,81,91
29316,29316,Sharon Hill,F,12th,Rodriguez High School,88,83
29317,29317,Monique Clark,F,11th,Rodriguez High School,89,82
29318,29318,Craig Hill,M,11th,Rodriguez High School,89,89
29319,29319,Jason Mcgee,M,9th,Rodriguez High School,73,83
29320,29320,Matthew Coleman,M,10th,Rodriguez High School,67,67
29321,29321,Kelsey Jones,F,10th,Rodriguez High School,85,78
29322,29322,Michael Aguilar,M,10th,Rodriguez High School,80,55
29323,29323,Tracey Lopez,F,12th,Rodriguez High School,90,57
29324,29324,Carrie Norman,F,10th,Rodriguez High School,98,82
29325,29325,Damon Shah,M,9th,Rodriguez High School,74,75
29326,29326,Christina Bryant,F,9th,Rodriguez High School,68,97
29327,29327,Steven Schroeder,M,10th,Rodriguez High School,78,79
29328,29328,Heather Schwartz,F,12th,Rodriguez High School,88,64
29329,29329,Nicole Johnston,F,11th,Rodriguez High School,74,58
29330,29330,Kathy Moreno,F,10th,Rodriguez High School,89,59
29331,29331,Dennis Guzman,M,10th,Rodriguez High School,99,70
29332,29332,Mark Hines,M,11th,Rodriguez High School,65,88
29333,29333,Daniel Phillips,M,9th,Rodriguez High School,76,64
29334,29334,Tammy Mcgrath,F,10th,Rodriguez High School,68,78
29335,29335,Shawn Smith,M,12th,Rodriguez High School,81,87
29336,29336,Heidi Anderson,F,10th,Rodriguez High School,90,58
29337,29337,Deborah Gill,F,11th,Rodriguez High School,87,63
29338,29338,Albert Johnson,M,11th,Rodriguez High School,73,83
29339,29339,Alison Estrada,F,11th,Rodriguez High School,82,88
29340,29340,Angel Smith,M,12th,Rodriguez High School,98,62
29341,29341,Dawn Perkins,F,9th,Rodriguez High School,99,70
29342,29342,Erin Rivera,F,10th,Rodriguez High School,82,65
29343,29343,Samantha West,F,10th,Rodriguez High School,77,62
29344,29344,Justin Cline,M,12th,Rodriguez High School,95,65
29345,29345,Charles Collins,M,9th,Rodriguez High School,80,63
29346,29346,Jasmine Marks,F,11th,Rodriguez High School,70,79
29347,29347,Janet Fields,F,12th,Rodriguez High School,84,74
29348,29348,Regina Maldonado,F,11th,Rodriguez High School,96,71
29349,29349,Shelly Davis,F,9th,Rodriguez High School,76,91
29350,29350,Erica Knight,F,9th,Rodriguez High School,87,90
29351,29351,Patrick Smith,M,9th,Rodriguez High School,92,79
29352,29352,Aaron Pratt,M,9th,Rodriguez High School,91,97
29353,29353,Taylor Johnson,F,10th,Rodriguez High School,65,92
29354,29354,Julia Serrano,F,11th,Rodriguez High School,76,56
29355,29355,Jonathan Bryant,M,10th,Rodriguez High School,86,74
29356,29356,Sarah Davidson,F,9th,Rodriguez High School,82,73
29357,29357,Krista Davis,F,9th,Rodriguez High School,75,64
29358,29358,Spencer Pope,M,11th,Rodriguez High School,73,96
29359,29359,Dominic Martinez,M,10th,Rodriguez High School,63,81
29360,29360,Cynthia Williams,F,9th,Rodriguez High School,78,63
29361,29361,Rhonda Owens,F,9th,Rodriguez High School,82,97
29362,29362,James Webb,M,9th,Rodriguez High School,72,91
29363,29363,Katherine Edwards,F,11th,Rodriguez High School,80,55
29364,29364,Courtney Curtis,F,9th,Rodriguez High School,96,57
29365,29365,Rebecca Matthews,F,11th,Rodriguez High School,69,70
29366,29366,Terry Mitchell,M,9th,Rodriguez High School,73,92
29367,29367,Jessica Fleming,F,11th,Rodriguez High School,89,58
29368,29368,Dawn Wright,F,12th,Rodriguez High School,99,90
29369,29369,David Barton,M,9th,Rodriguez High School,89,99
29370,29370,Alyssa Brown,F,12th,Rodriguez High School,64,87
29371,29371,Ms. Emily Ford,F,9th,Rodriguez High School,93,55
29372,29372,Lance Jackson,M,10th,Rodriguez High School,89,70
29373,29373,Barry Nelson,M,11th,Rodriguez High School,68,80
29374,29374,Johnny Martin,M,10th,Rodriguez High School,69,65
29375,29375,Linda Jenkins,F,12th,Rodriguez High School,97,61
29376,29376,Tyler Gonzalez,M,9th,Rodriguez High School,75,71
29377,29377,Jay Martinez,M,12th,Rodriguez High School,65,96
29378,29378,Kevin Cummings,M,12th,Rodriguez High School,70,90
29379,29379,Bradley Torres,M,9th,Rodriguez High School,79,90
29380,29380,Matthew Griffin,M,11th,Rodriguez High School,91,97
29381,29381,Kyle Jones,M,10th,Rodriguez High School,64,71
29382,29382,Angela Campbell,F,9th,Rodriguez High School,93,87
29383,29383,Brian Bryant,M,12th,Rodriguez High School,96,79
29384,29384,Nathan Lowe,M,9th,Rodriguez High School,88,78
29385,29385,Darren Vincent,M,11th,Rodriguez High School,95,56
29386,29386,Timothy White,M,9th,Rodriguez High School,73,68
29387,29387,Mr. Isaiah Martinez DDS,M,10th,Rodriguez High School,82,75
29388,29388,Louis Freeman,M,10th,Rodriguez High School,65,87
29389,29389,Kayla Ryan,F,12th,Rodriguez High School,91,94
29390,29390,Monica Wilson,F,9th,Rodriguez High School,68,89
29391,29391,Christopher Moore PhD,M,11th,Rodriguez High School,99,98
29392,29392,Dillon Hill,M,11th,Rodriguez High School,78,56
29393,29393,Christopher Tate,M,11th,Rodriguez High School,69,89
29394,29394,Jordan Torres,F,9th,Rodriguez High School,70,59
29395,29395,Jeffrey Robles,M,12th,Rodriguez High School,73,73
29396,29396,Melinda Miller,F,10th,Rodriguez High School,66,58
29397,29397,Robert Davis,M,11th,Rodriguez High School,68,73
29398,29398,Logan Williams,M,9th,Rodriguez High School,92,87
29399,29399,Richard Watson,M,11th,Rodriguez High School,96,85
29400,29400,Timothy Burke,M,10th,Rodriguez High School,84,92
29401,29401,Gregory Jones,M,12th,Rodriguez High School,63,72
29402,29402,Sarah Austin,F,10th,Rodriguez High School,88,86
29403,29403,Joanne Weiss,F,11th,Rodriguez High School,98,91
29404,29404,Amanda Jennings,F,11th,Rodriguez High School,84,64
29405,29405,Barbara Thomas,F,12th,Rodriguez High School,71,60
29406,29406,Elizabeth Bell,F,10th,Rodriguez High School,75,99
29407,29407,Michael Sullivan,M,9th,Rodriguez High School,76,59
29408,29408,David Mahoney,M,12th,Rodriguez High School,65,90
29409,29409,Carolyn Abbott,F,10th,Rodriguez High School,79,80
29410,29410,Thomas Taylor,M,9th,Rodriguez High School,73,99
29411,29411,Megan James,F,9th,Rodriguez High School,76,55
29412,29412,Susan Velez,F,12th,Rodriguez High School,72,65
29413,29413,Jeffrey Buck,M,10th,Rodriguez High School,95,81
29414,29414,Sabrina Thompson,F,12th,Rodriguez High School,82,84
29415,29415,John Velasquez,M,10th,Rodriguez High School,65,55
29416,29416,Nicholas Fischer,M,9th,Rodriguez High School,72,73
29417,29417,Mr. Andrew Robinson,M,11th,Rodriguez High School,85,79
29418,29418,Rebecca Smith,F,12th,Rodriguez High School,68,84
29419,29419,Shelly Holmes,F,12th,Rodriguez High School,71,80
29420,29420,Mr. Ryan Gates,M,12th,Rodriguez High School,96,59
29421,29421,Seth Santos,M,11th,Rodriguez High School,71,55
29422,29422,Matthew Marshall,M,11th,Rodriguez High School,72,85
29423,29423,Laura Brady,F,12th,Rodriguez High School,74,63
29424,29424,Thomas Powell,M,11th,Rodriguez High School,71,57
29425,29425,Kelly Hampton,F,9th,Rodriguez High School,79,89
29426,29426,Rachel Lane,F,11th,Rodriguez High School,63,79
29427,29427,Julie Bass,F,9th,Rodriguez High School,89,69
29428,29428,Dustin Johnson,M,11th,Rodriguez High School,77,93
29429,29429,Sarah Arnold,F,10th,Rodriguez High School,96,59
29430,29430,Susan Ford,F,12th,Rodriguez High School,65,61
29431,29431,Bryan Torres,M,9th,Rodriguez High School,79,68
29432,29432,James Sawyer,M,11th,Rodriguez High School,99,85
29433,29433,Catherine Carney,F,10th,Rodriguez High School,76,55
29434,29434,Todd Cox,M,11th,Rodriguez High School,86,72
29435,29435,Pamela Morgan,F,9th,Rodriguez High School,65,76
29436,29436,Linda Schmidt,F,9th,Rodriguez High School,80,99
29437,29437,Olivia Cook,F,9th,Rodriguez High School,63,79
29438,29438,Shelby Jimenez,F,10th,Rodriguez High School,79,76
29439,29439,Marilyn Green,F,11th,Rodriguez High School,63,67
29440,29440,Whitney Allen,F,11th,Rodriguez High School,64,67
29441,29441,Donna Collins,F,10th,Rodriguez High School,71,61
29442,29442,Grace Palmer,F,9th,Rodriguez High School,74,60
29443,29443,Kelly Gonzalez,F,9th,Rodriguez High School,91,98
29444,29444,Jennifer Hawkins,F,11th,Rodriguez High School,97,94
29445,29445,Jean Allen,F,9th,Rodriguez High School,96,83
29446,29446,Ethan Roberts,M,10th,Rodriguez High School,96,64
29447,29447,Katrina Diaz,F,9th,Rodriguez High School,94,96
29448,29448,Kristin Perez,F,11th,Rodriguez High School,65,70
29449,29449,Barbara Jefferson,F,9th,Rodriguez High School,95,60
29450,29450,Stephanie Robinson,F,12th,Rodriguez High School,84,73
29451,29451,John Nelson,M,12th,Rodriguez High School,67,74
29452,29452,Joseph Harrison,M,12th,Rodriguez High School,83,90
29453,29453,Julie Reynolds,F,11th,Rodriguez High School,96,70
29454,29454,Mary Wood,F,11th,Rodriguez High School,95,86
29455,29455,Mary Gomez,F,10th,Rodriguez High School,91,82
29456,29456,John Fitzgerald MD,M,11th,Rodriguez High School,69,67
29457,29457,Desiree Torres,F,11th,Rodriguez High School,85,74
29458,29458,Dawn Banks,F,10th,Rodriguez High School,71,66
29459,29459,Justin Conrad,M,11th,Rodriguez High School,98,99
29460,29460,Gail Page PhD,F,10th,Rodriguez High School,82,65
29461,29461,Cheryl Richards MD,F,10th,Rodriguez High School,64,80
29462,29462,Amber Roberts,F,11th,Rodriguez High School,95,78
29463,29463,Sean Andrews,M,9th,Rodriguez High School,71,73
29464,29464,Stephen Martin,M,11th,Rodriguez High School,93,87
29465,29465,Gary Levy,M,11th,Rodriguez High School,75,78
29466,29466,Miranda Taylor,F,12th,Rodriguez High School,88,93
29467,29467,Todd Sandoval DVM,M,10th,Rodriguez High School,89,90
29468,29468,Mr. Brendan Watson,M,9th,Rodriguez High School,86,95
29469,29469,Jennifer Jackson,F,10th,Rodriguez High School,82,91
29470,29470,David Lane,M,9th,Rodriguez High School,89,66
29471,29471,Danielle Rivera,F,10th,Rodriguez High School,92,70
29472,29472,Jeffrey Wallace,M,11th,Rodriguez High School,72,76
29473,29473,Casey Smith,M,11th,Rodriguez High School,63,79
29474,29474,Amanda Gonzalez,F,11th,Rodriguez High School,88,63
29475,29475,Matthew Sawyer,M,12th,Rodriguez High School,89,97
29476,29476,Darlene Garrison,F,10th,Rodriguez High School,72,75
29477,29477,Mr. Brandon Bryan,M,11th,Rodriguez High School,87,92
29478,29478,Mrs. Karen Wright MD,F,9th,Rodriguez High School,81,86
29479,29479,Katie Martin,F,10th,Rodriguez High School,72,72
29480,29480,Theresa Smith,F,9th,Rodriguez High School,70,79
29481,29481,Patrick Jackson,M,9th,Rodriguez High School,90,66
29482,29482,Walter Jones,M,9th,Rodriguez High School,63,78
29483,29483,Carolyn Whitehead,F,11th,Rodriguez High School,73,60
29484,29484,Stacy Duncan,F,9th,Rodriguez High School,85,93
29485,29485,Elizabeth Taylor,F,10th,Rodriguez High School,64,94
29486,29486,Susan Schultz,F,11th,Rodriguez High School,67,89
29487,29487,Nicholas Clark,M,9th,Rodriguez High School,88,71
29488,29488,Daryl Hernandez,M,11th,Rodriguez High School,63,98
29489,29489,Elizabeth Smith,F,9th,Rodriguez High School,72,94
29490,29490,Jason Gordon,M,11th,Rodriguez High School,66,81
29491,29491,Bradley Diaz,M,12th,Rodriguez High School,63,88
29492,29492,Samantha Ross,F,11th,Rodriguez High School,80,60
29493,29493,Jason Ortiz,M,9th,Rodriguez High School,96,69
29494,29494,Adrian Smith,M,12th,Rodriguez High School,71,91
29495,29495,Taylor Blevins,F,11th,Rodriguez High School,90,96
29496,29496,Rhonda Stevenson MD,F,11th,Rodriguez High School,72,95
29497,29497,Kara Hawkins,F,9th,Rodriguez High School,70,81
29498,29498,John Blake,M,11th,Rodriguez High School,76,57
29499,29499,Christopher Hines,M,12th,Rodriguez High School,70,92
29500,29500,Robin Ramsey,F,11th,Rodriguez High School,68,74
29501,29501,Taylor Brown,M,9th,Rodriguez High School,99,82
29502,29502,Nicole Cannon,F,12th,Rodriguez High School,91,68
29503,29503,Danielle Cook MD,F,12th,Rodriguez High School,95,57
29504,29504,Amy Smith,F,10th,Rodriguez High School,63,75
29505,29505,Eric Hernandez,M,12th,Rodriguez High School,84,82
29506,29506,James Hall,M,9th,Rodriguez High School,95,84
29507,29507,Holly Smith,F,11th,Rodriguez High School,92,73
29508,29508,Tyrone Gomez,M,10th,Rodriguez High School,72,93
29509,29509,Ms. Taylor Velazquez,F,10th,Rodriguez High School,83,57
29510,29510,Lori Chavez,F,12th,Rodriguez High School,97,97
