,Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
12465,12465,Jack Frederick,M,12th,Griffin High School,77,69,4,Charter,1468,917500
12466,12466,Michael Sanchez,M,11th,Griffin High School,83,79,4,Charter,1468,917500
12467,12467,Deborah Bauer,F,9th,Griffin High School,72,84,4,Charter,1468,917500
12468,12468,Matthew Williams,M,9th,Griffin High School,77,70,4,Charter,1468,917500
12469,12469,Sheryl Stuart,F,11th,Griffin High School,71,93,4,Charter,1468,917500
12470,12470,Richard Byrd,M,11th,Griffin High School,76,99,4,Charter,1468,917500
12471,12471,Susan Duncan,F,10th,Griffin High School,91,73,4,Charter,1468,917500
12472,12472,Martin Wright,M,11th,Griffin High School,77,69,4,Charter,1468,917500
12473,12473,James Gross,M,10th,Griffin High School,71,97,4,Charter,1468,917500
12474,12474,Ricky Buchanan,M,12th,Griffin High School,99,87,4,Charter,1468,917500
12475,12475,Janet Lee,F,11th,Griffin High School,73,92,4,Charter,1468,917500
12476,12476,Jennifer Patrick,F,10th,Griffin High School,71,69,4,Charter,1468,917500
12477,12477,Scott Davis,M,10th,Griffin High School,89,96,4,Charter,1468,917500
12478,12478,Tiffany Sloan,F,11th,Griffin High School,87,97,4,Charter,1468,917500
12479,12479,Elizabeth Huerta,F,11th,Griffin High School,92,80,4,Charter,1468,917500
12480,12480,Felicia Adams,F,10th,Griffin High School,77,99,4,Charter,1468,917500
12481,12481,Donna Jackson,F,9th,Griffin High School,99,92,4,Charter,1468,917500
12482,12482,Bradley Brown,M,11th,Griffin High School,79,79,4,Charter,1468,917500
12483,12483,Sara Shah,F,12th,Griffin High School,70,96,4,Charter,1468,917500
12484,12484,Donald Holt,M,9th,Griffin High School,81,86,4,Charter,1468,917500
12485,12485,Catherine Torres,F,10th,Griffin High School,77,86,4,Charter,1468,917500
12486,12486,Andrew Roth,M,9th,Griffin High School,99,89,4,Charter,1468,917500
12487,12487,Nicholas Lawrence,M,10th,Griffin High School,89,89,4,Charter,1468,917500
12488,12488,Joseph Robbins,M,10th,Griffin High School,79,86,4,Charter,1468,917500
12489,12489,Sara Patterson,F,12th,Griffin High School,79,70,4,Charter,1468,917500
12490,12490,Jill Horne,F,10th,Griffin High School,94,74,4,Charter,1468,917500
12491,12491,James Olson,M,11th,Griffin High School,73,68,4,Charter,1468,917500
12492,12492,Stephen Tucker,M,10th,Griffin High School,76,89,4,Charter,1468,917500
12493,12493,Paul Goodman,M,11th,Griffin High School,86,72,4,Charter,1468,917500
12494,12494,Sara Nguyen,F,12th,Griffin High School,73,84,4,Charter,1468,917500
12495,12495,Phillip Mack,M,10th,Griffin High School,92,94,4,Charter,1468,917500
12496,12496,Scott Zavala,M,10th,Griffin High School,72,87,4,Charter,1468,917500
12497,12497,Dustin Green,M,9th,Griffin High School,77,94,4,Charter,1468,917500
12498,12498,Jennifer Elliott,F,9th,Griffin High School,74,87,4,Charter,1468,917500
12499,12499,Jacqueline Vargas,F,9th,Griffin High School,97,89,4,Charter,1468,917500
12500,12500,Joshua Herrera,M,12th,Griffin High School,99,89,4,Charter,1468,917500
12501,12501,Holly Ross,F,9th,Griffin High School,74,72,4,Charter,1468,917500
12502,12502,Samuel Hurley,M,9th,Griffin High School,74,91,4,Charter,1468,917500
12503,12503,Donna Pierce,F,9th,Griffin High School,73,85,4,Charter,1468,917500
12504,12504,Bob Martinez,M,11th,Griffin High School,76,79,4,Charter,1468,917500
12505,12505,Brenda Hill,F,12th,Griffin High School,70,74,4,Charter,1468,917500
12506,12506,Jonathan Holt,M,12th,Griffin High School,75,97,4,Charter,1468,917500
12507,12507,Johnny Johnson,M,11th,Griffin High School,97,98,4,Charter,1468,917500
12508,12508,Paula Andrews,F,12th,Griffin High School,79,74,4,Charter,1468,917500
12509,12509,Michael Ramsey,M,9th,Griffin High School,95,94,4,Charter,1468,917500
12510,12510,Kimberly Bell,F,10th,Griffin High School,96,71,4,Charter,1468,917500
12511,12511,Ernest Fletcher,M,11th,Griffin High School,84,72,4,Charter,1468,917500
12512,12512,Jeffery Baker Jr.,M,9th,Griffin High School,89,88,4,Charter,1468,917500
12513,12513,Kyle Zuniga,M,10th,Griffin High School,74,72,4,Charter,1468,917500
12514,12514,Gina Powers,F,11th,Griffin High School,93,99,4,Charter,1468,917500
12515,12515,Cheryl Lee,F,12th,Griffin High School,95,73,4,Charter,1468,917500
12516,12516,Brianna Thompson,F,10th,Griffin High School,92,88,4,Charter,1468,917500
12517,12517,Cameron Khan,M,9th,Griffin High School,93,78,4,Charter,1468,917500
12518,12518,Jonathan Johnson,M,10th,Griffin High School,91,74,4,Charter,1468,917500
12519,12519,Kristen Prince,F,10th,Griffin High School,87,83,4,Charter,1468,917500
12520,12520,Dana Smith,F,11th,Griffin High School,90,75,4,Charter,1468,917500
12521,12521,Gabriel Klein,M,11th,Griffin High School,80,99,4,Charter,1468,917500
12522,12522,Jackie Wolfe,F,11th,Griffin High School,71,79,4,Charter,1468,917500
12523,12523,Erika White,F,11th,Griffin High School,88,70,4,Charter,1468,917500
12524,12524,Christopher Reese,M,10th,Griffin High School,72,88,4,Charter,1468,917500
12525,12525,Michelle Hernandez,F,12th,Griffin High School,72,82,4,Charter,1468,917500
12526,12526,Jacob Ruiz,M,10th,Griffin High School,94,78,4,Charter,1468,917500
12527,12527,Earl Nelson,M,10th,Griffin High School,74,91,4,Charter,1468,917500
12528,12528,Jerry Miller,M,10th,Griffin High School,84,76,4,Charter,1468,917500
12529,12529,Frank Santos,M,9th,Griffin High School,69,85,4,Charter,1468,917500
12530,12530,Abigail Donovan,F,9th,Griffin High School,90,72,4,Charter,1468,917500
12531,12531,Christopher Payne,M,12th,Griffin High School,72,99,4,Charter,1468,917500
12532,12532,Mrs. Melissa Medina,F,11th,Griffin High School,84,86,4,Charter,1468,917500
12533,12533,Dominique Wiley,F,10th,Griffin High School,77,97,4,Charter,1468,917500
12534,12534,Johnathan Greer,M,12th,Griffin High School,99,82,4,Charter,1468,917500
12535,12535,Linda Burton,F,10th,Griffin High School,87,92,4,Charter,1468,917500
12536,12536,Ruth Brown,F,11th,Griffin High School,96,78,4,Charter,1468,917500
12537,12537,William Booth,M,11th,Griffin High School,81,99,4,Charter,1468,917500
12538,12538,Ian Burgess,M,9th,Griffin High School,93,76,4,Charter,1468,917500
12539,12539,Ross Briggs,M,11th,Griffin High School,87,90,4,Charter,1468,917500
12540,12540,Shannon Ramos,F,10th,Griffin High School,90,98,4,Charter,1468,917500
12541,12541,Derek Griffin,M,11th,Griffin High School,73,93,4,Charter,1468,917500
12542,12542,Andrea Khan,F,10th,Griffin High School,74,84,4,Charter,1468,917500
12543,12543,Brandon Brooks,M,9th,Griffin High School,93,91,4,Charter,1468,917500
12544,12544,Brad Small,M,10th,Griffin High School,95,98,4,Charter,1468,917500
12545,12545,Amanda Mills,F,9th,Griffin High School,70,86,4,Charter,1468,917500
12546,12546,Daniel Lara MD,M,11th,Griffin High School,79,93,4,Charter,1468,917500
12547,12547,Cheryl Lewis,F,12th,Griffin High School,92,84,4,Charter,1468,917500
12548,12548,Rachel Anderson,F,9th,Griffin High School,99,70,4,Charter,1468,917500
12549,12549,Sharon Wong,F,12th,Griffin High School,77,69,4,Charter,1468,917500
12550,12550,Kathy Graves,F,9th,Griffin High School,72,97,4,Charter,1468,917500
12551,12551,Chelsea Wells,F,11th,Griffin High School,86,95,4,Charter,1468,917500
12552,12552,Cathy Martinez,F,10th,Griffin High School,71,99,4,Charter,1468,917500
12553,12553,Cesar Pineda,M,9th,Griffin High School,80,74,4,Charter,1468,917500
12554,12554,Kara Carroll,F,11th,Griffin High School,98,92,4,Charter,1468,917500
12555,12555,Patricia Barnes,F,9th,Griffin High School,94,71,4,Charter,1468,917500
12556,12556,Joanna Fletcher,F,11th,Griffin High School,82,85,4,Charter,1468,917500
12557,12557,Yolanda Harris,F,12th,Griffin High School,93,97,4,Charter,1468,917500
12558,12558,Brian Velasquez,M,11th,Griffin High School,94,88,4,Charter,1468,917500
12559,12559,Vanessa Weber,F,9th,Griffin High School,76,68,4,Charter,1468,917500
12560,12560,Carol Schneider,F,12th,Griffin High School,93,87,4,Charter,1468,917500
12561,12561,Mrs. Nicole Vazquez,F,12th,Griffin High School,96,91,4,Charter,1468,917500
12562,12562,James Simpson,M,9th,Griffin High School,92,94,4,Charter,1468,917500
12563,12563,Megan Herrera,F,9th,Griffin High School,90,89,4,Charter,1468,917500
12564,12564,Maria Gomez,F,9th,Griffin High School,91,71,4,Charter,1468,917500
12565,12565,Melissa Benton,F,11th,Griffin High School,85,74,4,Charter,1468,917500
12566,12566,Tamara Bass,F,12th,Griffin High School,75,88,4,Charter,1468,917500
12567,12567,Julie Todd,F,11th,Griffin High School,94,75,4,Charter,1468,917500
12568,12568,Shawn Lamb,M,11th,Griffin High School,88,94,4,Charter,1468,917500
12569,12569,Dale Delgado,M,11th,Griffin High School,86,93,4,Charter,1468,917500
12570,12570,Jason Martin,M,10th,Griffin High School,80,94,4,Charter,1468,917500
12571,12571,Tracy May,F,11th,Griffin High School,69,92,4,Charter,1468,917500
12572,12572,Charles Garcia,M,11th,Griffin High School,69,71,4,Charter,1468,917500
12573,12573,Laura Davis,F,10th,Griffin High School,99,78,4,Charter,1468,917500
12574,12574,Thomas Mcdaniel,M,10th,Griffin High School,69,84,4,Charter,1468,917500
12575,12575,Amy Smith,F,12th,Griffin High School,80,78,4,Charter,1468,917500
12576,12576,Carol Frederick,F,12th,Griffin High School,79,90,4,Charter,1468,917500
12577,12577,Joseph Johnson,M,11th,Griffin High School,77,78,4,Charter,1468,917500
12578,12578,Terry Rogers,F,11th,Griffin High School,98,85,4,Charter,1468,917500
12579,12579,Olivia Nunez,F,11th,Griffin High School,77,77,4,Charter,1468,917500
12580,12580,Maureen Smith,F,10th,Griffin High School,71,92,4,Charter,1468,917500
12581,12581,Steve Michael,M,12th,Griffin High School,99,81,4,Charter,1468,917500
12582,12582,Kimberly Jackson,F,10th,Griffin High School,97,82,4,Charter,1468,917500
12583,12583,William Fox,M,12th,Griffin High School,71,88,4,Charter,1468,917500
12584,12584,Sarah Kane,F,9th,Griffin High School,90,75,4,Charter,1468,917500
12585,12585,Wendy Hopkins,F,11th,Griffin High School,95,73,4,Charter,1468,917500
12586,12586,Noah Mccarthy,M,9th,Griffin High School,89,70,4,Charter,1468,917500
12587,12587,Samuel Flores,M,10th,Griffin High School,92,87,4,Charter,1468,917500
12588,12588,Toni Johnson,F,11th,Griffin High School,75,76,4,Charter,1468,917500
12589,12589,Michelle Hernandez,F,12th,Griffin High School,83,69,4,Charter,1468,917500
12590,12590,Mark Randall,M,10th,Griffin High School,70,88,4,Charter,1468,917500
12591,12591,Robert Thompson,M,10th,Griffin High School,85,87,4,Charter,1468,917500
12592,12592,Donna Ortega,F,9th,Griffin High School,85,86,4,Charter,1468,917500
12593,12593,Karen Harvey,F,9th,Griffin High School,69,93,4,Charter,1468,917500
12594,12594,Bailey Murphy,F,9th,Griffin High School,77,84,4,Charter,1468,917500
12595,12595,Catherine Hahn,F,9th,Griffin High School,89,94,4,Charter,1468,917500
12596,12596,Daniel Gonzales,M,9th,Griffin High School,71,83,4,Charter,1468,917500
12597,12597,Edward Smith,M,11th,Griffin High School,90,99,4,Charter,1468,917500
12598,12598,Megan Owens,F,12th,Griffin High School,95,76,4,Charter,1468,917500
12599,12599,Adam Smith,M,9th,Griffin High School,94,75,4,Charter,1468,917500
12600,12600,Elizabeth Moon,F,11th,Griffin High School,80,95,4,Charter,1468,917500
12601,12601,Jason Mcfarland,M,10th,Griffin High School,90,76,4,Charter,1468,917500
12602,12602,Michelle Long,F,10th,Griffin High School,81,77,4,Charter,1468,917500
12603,12603,Angela Gibbs,F,11th,Griffin High School,98,94,4,Charter,1468,917500
12604,12604,Alexa West,F,11th,Griffin High School,95,81,4,Charter,1468,917500
12605,12605,Lisa Wang,F,12th,Griffin High School,90,82,4,Charter,1468,917500
12606,12606,Miguel Martin,M,11th,Griffin High School,81,98,4,Charter,1468,917500
12607,12607,Brian Thomas,M,12th,Griffin High School,71,96,4,Charter,1468,917500
12608,12608,Ebony Delgado,F,9th,Griffin High School,95,83,4,Charter,1468,917500
12609,12609,Patricia Bryant,F,11th,Griffin High School,78,85,4,Charter,1468,917500
12610,12610,Lauren Williams,F,10th,Griffin High School,90,69,4,Charter,1468,917500
12611,12611,Adam Schaefer,M,9th,Griffin High School,78,92,4,Charter,1468,917500
12612,12612,Emma Mendoza,F,11th,Griffin High School,91,89,4,Charter,1468,917500
12613,12613,Richard Smith,M,9th,Griffin High School,84,69,4,Charter,1468,917500
12614,12614,Jesse Grimes,M,9th,Griffin High School,78,91,4,Charter,1468,917500
12615,12615,Ryan Morse,M,11th,Griffin High School,73,78,4,Charter,1468,917500
12616,12616,Lisa Jones,F,12th,Griffin High School,88,88,4,Charter,1468,917500
12617,12617,Joel Swanson,M,10th,Griffin High School,70,78,4,Charter,1468,917500
12618,12618,Michael Clay,M,10th,Griffin High School,69,76,4,Charter,1468,917500
12619,12619,Victoria Zavala,F,9th,Griffin High School,94,86,4,Charter,1468,917500
12620,12620,Katherine Brooks,F,11th,Griffin High School,78,71,4,Charter,1468,917500
12621,12621,Mark Horton,M,11th,Griffin High School,89,92,4,Charter,1468,917500
12622,12622,Nancy Dudley,F,9th,Griffin High School,81,76,4,Charter,1468,917500
12623,12623,William Duarte,M,11th,Griffin High School,91,96,4,Charter,1468,917500
12624,12624,Todd Patrick,M,10th,Griffin High School,70,75,4,Charter,1468,917500
12625,12625,Joann Christensen,F,11th,Griffin High School,78,90,4,Charter,1468,917500
12626,12626,Jack Schultz,M,9th,Griffin High School,99,68,4,Charter,1468,917500
12627,12627,Jesse Alvarado,M,9th,Griffin High School,86,81,4,Charter,1468,917500
12628,12628,Timothy Romero,M,11th,Griffin High School,88,78,4,Charter,1468,917500
12629,12629,Raymond Webb,M,10th,Griffin High School,99,68,4,Charter,1468,917500
12630,12630,Isaiah Lawrence,M,10th,Griffin High School,88,80,4,Charter,1468,917500
12631,12631,Jennifer Smith,F,10th,Griffin High School,70,85,4,Charter,1468,917500
12632,12632,Dylan Jacobs,M,10th,Griffin High School,81,73,4,Charter,1468,917500
12633,12633,Audrey Holloway,F,11th,Griffin High School,96,77,4,Charter,1468,917500
12634,12634,Alex Cabrera,M,12th,Griffin High School,96,84,4,Charter,1468,917500
12635,12635,Sarah Powell,F,11th,Griffin High School,98,84,4,Charter,1468,917500
12636,12636,Dr. Emily Gutierrez DDS,F,9th,Griffin High School,90,84,4,Charter,1468,917500
12637,12637,Jesse Howell,M,12th,Griffin High School,75,68,4,Charter,1468,917500
12638,12638,Adam Wheeler,M,10th,Griffin High School,99,78,4,Charter,1468,917500
12639,12639,Peter Johnson,M,9th,Griffin High School,89,80,4,Charter,1468,917500
12640,12640,Joe Perez,M,10th,Griffin High School,83,96,4,Charter,1468,917500
12641,12641,Jackie Johnson,F,9th,Griffin High School,94,95,4,Charter,1468,917500
12642,12642,Scott Lee,M,12th,Griffin High School,83,99,4,Charter,1468,917500
12643,12643,Emma Boyle,F,12th,Griffin High School,93,84,4,Charter,1468,917500
12644,12644,James Castillo,M,12th,Griffin High School,85,80,4,Charter,1468,917500
12645,12645,Christina Haynes,F,10th,Griffin High School,95,99,4,Charter,1468,917500
12646,12646,Nicholas Turner,M,9th,Griffin High School,80,90,4,Charter,1468,917500
12647,12647,Nathan Stone,M,11th,Griffin High School,94,80,4,Charter,1468,917500
12648,12648,Monica Moore,F,10th,Griffin High School,78,75,4,Charter,1468,917500
12649,12649,Robert Adams,M,9th,Griffin High School,86,93,4,Charter,1468,917500
12650,12650,Amanda Giles,F,12th,Griffin High School,86,80,4,Charter,1468,917500
12651,12651,Becky Sanchez,F,10th,Griffin High School,69,91,4,Charter,1468,917500
12652,12652,Christopher Olson,M,9th,Griffin High School,90,94,4,Charter,1468,917500
12653,12653,Aaron Ramirez,M,10th,Griffin High School,86,86,4,Charter,1468,917500
12654,12654,Kimberly Richard,F,11th,Griffin High School,87,99,4,Charter,1468,917500
12655,12655,David Martin,M,9th,Griffin High School,79,89,4,Charter,1468,917500
12656,12656,Jessica Bryant,F,9th,Griffin High School,93,72,4,Charter,1468,917500
12657,12657,Kenneth Torres,M,9th,Griffin High School,77,69,4,Charter,1468,917500
12658,12658,John Terrell,M,9th,Griffin High School,71,90,4,Charter,1468,917500
12659,12659,Peggy Kirk,F,11th,Griffin High School,83,92,4,Charter,1468,917500
12660,12660,Tara Oliver,F,11th,Griffin High School,85,79,4,Charter,1468,917500
12661,12661,Susan Dawson,F,12th,Griffin High School,87,70,4,Charter,1468,917500
12662,12662,Casey Miller,M,11th,Griffin High School,69,90,4,Charter,1468,917500
12663,12663,Jesse Martinez,M,10th,Griffin High School,88,75,4,Charter,1468,917500
12664,12664,Mary Gonzalez,F,9th,Griffin High School,88,70,4,Charter,1468,917500
12665,12665,Erin Wallace,F,10th,Griffin High School,83,95,4,Charter,1468,917500
12666,12666,David Peters,M,11th,Griffin High School,74,71,4,Charter,1468,917500
12667,12667,Robert Davies,M,9th,Griffin High School,80,70,4,Charter,1468,917500
12668,12668,Jessica Roberts,F,11th,Griffin High School,70,94,4,Charter,1468,917500
12669,12669,Dawn Gomez,F,9th,Griffin High School,76,70,4,Charter,1468,917500
12670,12670,Matthew Sellers,M,9th,Griffin High School,79,74,4,Charter,1468,917500
12671,12671,Christopher Gonzales,M,12th,Griffin High School,98,88,4,Charter,1468,917500
12672,12672,Christopher Lynch,M,10th,Griffin High School,95,89,4,Charter,1468,917500
12673,12673,Tonya Ramos,F,9th,Griffin High School,91,85,4,Charter,1468,917500
12674,12674,Dr. Stephanie Smith,F,10th,Griffin High School,76,96,4,Charter,1468,917500
12675,12675,Kathy Hernandez,F,11th,Griffin High School,96,82,4,Charter,1468,917500
12676,12676,Logan Lewis,M,12th,Griffin High School,95,95,4,Charter,1468,917500
12677,12677,Frank Sanchez,M,12th,Griffin High School,87,93,4,Charter,1468,917500
12678,12678,Heidi Ellis,F,11th,Griffin High School,96,68,4,Charter,1468,917500
12679,12679,Kevin Mahoney,M,10th,Griffin High School,89,97,4,Charter,1468,917500
12680,12680,Sarah Diaz,F,9th,Griffin High School,82,81,4,Charter,1468,917500
12681,12681,Michael Mckenzie,M,10th,Griffin High School,91,99,4,Charter,1468,917500
12682,12682,Timothy Peterson,M,11th,Griffin High School,91,92,4,Charter,1468,917500
12683,12683,Nicholas Fleming,M,10th,Griffin High School,70,69,4,Charter,1468,917500
12684,12684,Suzanne Johnson,F,9th,Griffin High School,91,86,4,Charter,1468,917500
12685,12685,Joanne Harrison,F,9th,Griffin High School,93,69,4,Charter,1468,917500
12686,12686,Sara Hopkins,F,12th,Griffin High School,85,94,4,Charter,1468,917500
12687,12687,Amber White,F,10th,Griffin High School,94,90,4,Charter,1468,917500
12688,12688,Michael Davis,M,12th,Griffin High School,69,71,4,Charter,1468,917500
12689,12689,Laura Manning,F,10th,Griffin High School,99,79,4,Charter,1468,917500
12690,12690,Mark Hawkins,M,12th,Griffin High School,99,92,4,Charter,1468,917500
12691,12691,Mario Lee,M,11th,Griffin High School,75,97,4,Charter,1468,917500
12692,12692,Angela Lewis,F,10th,Griffin High School,93,96,4,Charter,1468,917500
12693,12693,Jill Mills,F,12th,Griffin High School,96,69,4,Charter,1468,917500
12694,12694,Elaine Miller,F,10th,Griffin High School,89,71,4,Charter,1468,917500
12695,12695,Diana Chase,F,9th,Griffin High School,80,93,4,Charter,1468,917500
12696,12696,Matthew Hart,M,10th,Griffin High School,82,91,4,Charter,1468,917500
12697,12697,Justin Villanueva,M,11th,Griffin High School,71,78,4,Charter,1468,917500
12698,12698,Theresa Price,F,10th,Griffin High School,93,95,4,Charter,1468,917500
12699,12699,James Cruz,M,11th,Griffin High School,76,92,4,Charter,1468,917500
12700,12700,Martha Blake,F,12th,Griffin High School,99,95,4,Charter,1468,917500
12701,12701,Olivia Smith,F,11th,Griffin High School,98,77,4,Charter,1468,917500
12702,12702,Stephanie Brooks,F,10th,Griffin High School,88,91,4,Charter,1468,917500
12703,12703,Brandon Wright,M,12th,Griffin High School,70,86,4,Charter,1468,917500
12704,12704,Sheila Brown,F,10th,Griffin High School,71,89,4,Charter,1468,917500
12705,12705,Jeffrey Warren,M,11th,Griffin High School,80,77,4,Charter,1468,917500
12706,12706,Nicholas Simon,M,9th,Griffin High School,83,93,4,Charter,1468,917500
12707,12707,Stephanie Hester,F,11th,Griffin High School,77,97,4,Charter,1468,917500
12708,12708,Jessica Johnson,F,10th,Griffin High School,99,91,4,Charter,1468,917500
12709,12709,Christina Boone,F,11th,Griffin High School,70,89,4,Charter,1468,917500
12710,12710,Darryl Griffith,M,10th,Griffin High School,77,96,4,Charter,1468,917500
12711,12711,Joshua Anthony,M,11th,Griffin High School,85,79,4,Charter,1468,917500
12712,12712,Paula Cook,F,10th,Griffin High School,97,70,4,Charter,1468,917500
12713,12713,Tommy Gray,M,12th,Griffin High School,88,86,4,Charter,1468,917500
12714,12714,Patrick Craig,M,11th,Griffin High School,83,96,4,Charter,1468,917500
12715,12715,Danny Martinez,M,9th,Griffin High School,74,86,4,Charter,1468,917500
12716,12716,Courtney Hernandez,F,10th,Griffin High School,96,99,4,Charter,1468,917500
12717,12717,Jonathan Jones,M,9th,Griffin High School,96,76,4,Charter,1468,917500
12718,12718,Jeffery Gonzalez,M,9th,Griffin High School,87,82,4,Charter,1468,917500
12719,12719,Jason Hernandez,M,11th,Griffin High School,83,81,4,Charter,1468,917500
12720,12720,Erika Jefferson,F,9th,Griffin High School,91,80,4,Charter,1468,917500
12721,12721,David Johnson,M,10th,Griffin High School,82,95,4,Charter,1468,917500
12722,12722,Lawrence Decker,M,12th,Griffin High School,93,97,4,Charter,1468,917500
12723,12723,Derrick Hughes III,M,11th,Griffin High School,81,77,4,Charter,1468,917500
12724,12724,Tammy Sanchez,F,9th,Griffin High School,70,85,4,Charter,1468,917500
12725,12725,Melanie Singh,F,12th,Griffin High School,92,95,4,Charter,1468,917500
12726,12726,Natalie Holland,F,9th,Griffin High School,70,89,4,Charter,1468,917500
12727,12727,Tracy Benson,M,9th,Griffin High School,84,93,4,Charter,1468,917500
12728,12728,Samuel Zamora,M,12th,Griffin High School,92,90,4,Charter,1468,917500
12729,12729,Jeremy Roberts,M,12th,Griffin High School,95,72,4,Charter,1468,917500
12730,12730,Jeanette Webb,F,10th,Griffin High School,84,82,4,Charter,1468,917500
12731,12731,Kimberly Reynolds,F,9th,Griffin High School,73,72,4,Charter,1468,917500
12732,12732,Shawn Moore,M,12th,Griffin High School,73,71,4,Charter,1468,917500
12733,12733,Ryan Williams,M,10th,Griffin High School,83,76,4,Charter,1468,917500
12734,12734,Patricia Clark,F,10th,Griffin High School,72,84,4,Charter,1468,917500
12735,12735,Ashley Sheppard,F,12th,Griffin High School,71,73,4,Charter,1468,917500
12736,12736,Bruce Tyler,M,10th,Griffin High School,98,84,4,Charter,1468,917500
12737,12737,John Harris,M,9th,Griffin High School,82,88,4,Charter,1468,917500
12738,12738,Kyle Garcia,M,12th,Griffin High School,86,75,4,Charter,1468,917500
12739,12739,Michael Williams,M,11th,Griffin High School,91,71,4,Charter,1468,917500
12740,12740,Nicole Collins,F,9th,Griffin High School,79,90,4,Charter,1468,917500
12741,12741,Jack Thompson,M,11th,Griffin High School,71,94,4,Charter,1468,917500
12742,12742,Christine Reynolds,F,12th,Griffin High School,70,80,4,Charter,1468,917500
12743,12743,Elizabeth Lopez,F,11th,Griffin High School,89,73,4,Charter,1468,917500
12744,12744,Emma Williams,F,11th,Griffin High School,75,91,4,Charter,1468,917500
12745,12745,Kelly Martin,M,11th,Griffin High School,81,96,4,Charter,1468,917500
12746,12746,Nina Pierce,F,11th,Griffin High School,83,88,4,Charter,1468,917500
12747,12747,Jennifer Brennan,F,10th,Griffin High School,80,73,4,Charter,1468,917500
12748,12748,Jeffery Terry,M,11th,Griffin High School,83,79,4,Charter,1468,917500
12749,12749,Michael Craig,M,9th,Griffin High School,86,89,4,Charter,1468,917500
12750,12750,David Moore,M,12th,Griffin High School,74,77,4,Charter,1468,917500
12751,12751,Brianna Mccarty,F,11th,Griffin High School,98,72,4,Charter,1468,917500
12752,12752,Brianna Crawford,F,12th,Griffin High School,90,85,4,Charter,1468,917500
12753,12753,Shelby Morgan,F,10th,Griffin High School,83,69,4,Charter,1468,917500
12754,12754,Elizabeth Wright,F,10th,Griffin High School,91,98,4,Charter,1468,917500
12755,12755,Kimberly English,F,9th,Griffin High School,81,72,4,Charter,1468,917500
12756,12756,George Solis,M,12th,Griffin High School,89,71,4,Charter,1468,917500
12757,12757,Kathleen Martinez,F,11th,Griffin High School,98,79,4,Charter,1468,917500
12758,12758,Lori Camacho,F,12th,Griffin High School,80,69,4,Charter,1468,917500
12759,12759,Linda Compton,F,12th,Griffin High School,84,73,4,Charter,1468,917500
12760,12760,Jennifer Watson,F,10th,Griffin High School,86,69,4,Charter,1468,917500
12761,12761,Christopher Mitchell,M,10th,Griffin High School,69,88,4,Charter,1468,917500
12762,12762,Teresa Park,F,9th,Griffin High School,90,97,4,Charter,1468,917500
12763,12763,Anthony Greene,M,9th,Griffin High School,96,80,4,Charter,1468,917500
12764,12764,Jennifer Haynes,F,11th,Griffin High School,89,98,4,Charter,1468,917500
12765,12765,Jessica Woodard,F,12th,Griffin High School,72,79,4,Charter,1468,917500
12766,12766,Kaitlyn Brown,F,10th,Griffin High School,71,92,4,Charter,1468,917500
12767,12767,Anthony Roberts,M,9th,Griffin High School,81,69,4,Charter,1468,917500
12768,12768,Erin Mills,F,11th,Griffin High School,88,92,4,Charter,1468,917500
12769,12769,James Daniels,M,10th,Griffin High School,84,72,4,Charter,1468,917500
12770,12770,Maxwell Banks,M,10th,Griffin High School,83,91,4,Charter,1468,917500
12771,12771,Pamela Thompson,F,11th,Griffin High School,98,71,4,Charter,1468,917500
12772,12772,Andrea Singh,F,9th,Griffin High School,74,68,4,Charter,1468,917500
12773,12773,David Frazier,M,9th,Griffin High School,97,76,4,Charter,1468,917500
12774,12774,Dennis Little,M,10th,Griffin High School,92,68,4,Charter,1468,917500
12775,12775,Steven Watson,M,11th,Griffin High School,96,90,4,Charter,1468,917500
12776,12776,Sarah Sullivan,F,11th,Griffin High School,98,95,4,Charter,1468,917500
12777,12777,Joshua Long,M,11th,Griffin High School,97,78,4,Charter,1468,917500
12778,12778,James Lucas,M,10th,Griffin High School,87,77,4,Charter,1468,917500
12779,12779,Douglas Scott,M,10th,Griffin High School,92,82,4,Charter,1468,917500
12780,12780,Jeffrey Stein,M,10th,Griffin High School,87,91,4,Charter,1468,917500
12781,12781,Luis Finley,M,10th,Griffin High School,84,87,4,Charter,1468,917500
12782,12782,Cindy Robinson,F,11th,Griffin High School,98,79,4,Charter,1468,917500
12783,12783,Jennifer Curry,F,12th,Griffin High School,78,81,4,Charter,1468,917500
12784,12784,Joseph Ross,M,10th,Griffin High School,89,70,4,Charter,1468,917500
12785,12785,Alexandra Sanders,F,11th,Griffin High School,91,83,4,Charter,1468,917500
12786,12786,Michael Osborne,M,11th,Griffin High School,71,92,4,Charter,1468,917500
12787,12787,Paul Berry,M,9th,Griffin High School,81,94,4,Charter,1468,917500
12788,12788,Bryan Barajas,M,10th,Griffin High School,85,70,4,Charter,1468,917500
12789,12789,Richard Ellis,M,9th,Griffin High School,86,68,4,Charter,1468,917500
12790,12790,Frederick Jones,M,12th,Griffin High School,84,96,4,Charter,1468,917500
12791,12791,Heidi Cannon,F,9th,Griffin High School,91,99,4,Charter,1468,917500
12792,12792,Jose Chavez,M,10th,Griffin High School,86,83,4,Charter,1468,917500
12793,12793,James Wall,M,10th,Griffin High School,69,82,4,Charter,1468,917500
